User,City,Year,Month,Day,Time,Amount,Is Fraud?
2,Aligarh,2025,10,21,6:47,336799.2196,No
2,New Delhi,2025,10,21,12:31,378349.8672,No
2,Kollam,2025,10,21,12:39,-439403.88,No
2,Aligarh,2025,10,21,12:52,439403.88,No
2,Allahabad,2025,10,22,6:07,1268027.092,Yes
2,New Delhi,2025,10,23,6:00,1554256.321,No
2,Kollam,2025,10,23,9:32,137371.5288,No
2,Kollam,2025,10,24,6:19,917043.6064,No
2,Kalyan-Dombivali,2025,10,24,13:04,508783.44,Yes
2,Rourkela,2025,10,24,13:23,478025.1684,Yes
2,Aligarh,2025,10,24,13:26,-508783.44,No
2,Aligarh,2025,10,25,6:06,301569.8208,No
2,Thoothukudi,2025,10,25,6:14,1145379.447,Yes
2,Aligarh,2025,10,25,13:48,276130.6488,No
2,New Delhi,2025,10,25,20:10,565443.414,No
2,New Delhi,2025,10,26,6:05,920666.7612,No
2,Kollam,2025,10,26,6:55,296173.6328,No
2,Kollam,2025,10,26,22:13,1668732.595,No
2,Agartala,2025,10,27,6:04,1010012.217,Yes
2,Aligarh,2025,10,27,6:40,285689.6104,No
2,New Delhi,2025,10,28,6:17,1209748.261,No
2,Bhilwara,2025,10,28,11:41,17730.332,Yes
2,Kollam,2025,10,29,13:20,75238.2784,No
2,New Delhi,2025,10,29,21:44,230879.758,No
2,Aligarh,2025,10,30,6:05,600133.194,No
2,Aligarh,2025,10,30,6:48,276901.5328,No
2,Panchkula,2025,10,31,6:11,1045318.704,Yes
2,New Delhi,2025,10,31,6:56,290083.6492,No
2,Aligarh,2025,10,31,13:08,740048.64,No
2,Aligarh,2025,10,31,13:09,-740048.64,No
2,Kollam,2025,10,31,13:11,470855.9472,No
2,Aligarh,2025,11,1,10:59,190177.0828,No
2,New Delhi,2025,11,1,13:53,355377.524,No
2,Muzaffarpur,2025,11,1,19:16,129200.1584,Yes
2,Kollam,2025,11,1,20:25,1245054.748,No
2,Kollam,2025,11,2,6:05,1024504.836,No
2,New Delhi,2025,11,2,6:15,235119.62,No
2,Kollam,2025,11,2,19:59,93199.8756,No
2,New Delhi,2025,11,3,5:36,1156942.707,No
2,New Delhi,2025,11,3,6:05,1392062.327,No
2,Haridwar,2025,11,4,6:03,428688.5924,Yes
2,Kollam,2025,11,4,13:20,583713.3648,No
2,New Delhi,2025,11,4,20:00,596741.3044,No
2,Aligarh,2025,11,5,5:41,1140985.408,No
2,Kollam,2025,11,5,6:28,822687.4048,No
2,Aligarh,2025,11,5,16:43,218853.9676,No
2,New Delhi,2025,11,7,6:08,1085867.202,No
2,Kollam,2025,11,7,6:50,900855.0424,No
2,Aligarh,2025,11,8,6:18,945412.1376,No
2,Aligarh,2025,11,8,6:35,323848.3684,No
2,New Delhi,2025,11,9,6:19,1287376.28,No
2,Kamarhati,2025,11,9,9:44,1299170.805,Yes
2,Aligarh,2025,11,9,21:09,662266.4444,No
2,Kollam,2025,11,10,6:23,1172822.918,No
2,Sambalpur,2025,11,10,6:32,314366.4952,Yes
2,New Delhi,2025,11,10,9:45,828700.3,No
2,New Delhi,2025,11,10,12:39,458830.1568,No
2,Kollam,2025,11,10,12:50,-701504.44,No
2,Aligarh,2025,11,10,12:57,701504.44,No
2,New Delhi,2025,11,10,13:09,-755466.32,No
2,Aligarh,2025,11,10,13:12,755466.32,No
2,New Delhi,2025,11,10,13:20,403943.216,No
2,Aligarh,2025,11,11,6:10,1005849.443,No
2,Aligarh,2025,11,11,7:16,973780.6688,No
3,New Delhi,2025,11,13,20:06,492594.876,Yes
3,Moradabad,2025,11,14,5:29,1167812.172,No
3,Kolhapur,2025,11,14,6:25,873565.7488,No
3,Jamshedpur,2025,11,15,7:36,302032.3512,No
3,Kolhapur,2025,11,15,9:37,516338.1032,No
3,Jamshedpur,2025,11,15,14:05,447343.9852,No
3,Jamshedpur,2025,11,15,22:06,1437004.864,No
3,Jamshedpur,2025,11,16,6:28,1029515.582,No
3,Kolhapur,2025,11,16,9:59,460526.1016,No
3,Jamshedpur,2025,11,17,6:14,1217688.366,No
3,Jamshedpur,2025,11,17,20:33,735423.336,No
3,Jamshedpur,2025,11,18,6:24,770267.2928,No
3,Kolhapur,2025,11,18,7:03,981566.5972,No
3,Kolhapur,2025,11,19,5:58,1037378.599,No
3,Kolhapur,2025,11,19,13:35,408105.9896,No
3,Moradabad,2025,11,19,19:42,738198.5184,No
3,Jamshedpur,2025,11,20,6:27,641144.2228,No
3,Moradabad,2025,11,20,7:48,418281.6584,No
3,Kolhapur,2025,11,20,9:42,470393.4168,No
3,Kolhapur,2025,11,22,6:07,1013327.018,No
3,Jamshedpur,2025,11,22,6:41,893531.6444,No
3,Jamshedpur,2025,11,22,9:31,508166.7328,No
3,Moradabad,2025,11,23,6:11,300567.6716,No
3,Jamshedpur,2025,11,23,6:16,994979.9788,No
3,Moradabad,2025,11,23,6:47,287000.1132,No
3,Kolhapur,2025,11,23,11:18,1764707.653,No
3,Moradabad,2025,11,24,5:50,1092882.247,No
3,Jamshedpur,2025,11,24,20:56,400551.3264,No
3,Jamshedpur,2025,11,25,6:12,1102826.65,No
3,Moradabad,2025,11,25,6:43,390684.0112,No
3,Jamshedpur,2025,11,25,13:04,-763175.16,No
3,Jamshedpur,2025,11,25,13:27,534299.7004,No
3,Bokaro Steel City,2025,11,25,13:29,763175.16,Yes
3,Kolhapur,2025,11,25,16:52,765950.3424,No
3,Kolhapur,2025,11,26,6:28,977558.0004,No
3,Kolhapur,2025,11,26,11:21,2927277.813,No
3,Moradabad,2025,11,27,5:32,1144146.033,No
3,Kolhapur,2025,11,27,6:22,1068368.136,No
3,Jamshedpur,2025,11,27,20:07,826002.206,No
3,Kolhapur,2025,11,28,6:14,627730.8412,No
3,North Dumdum,2025,11,28,6:53,274434.704,Yes
3,Kolhapur,2025,11,29,6:14,1333860.585,No
3,Kolhapur,2025,11,29,6:41,298794.6384,No
3,Moradabad,2025,11,30,6:32,189252.022,No
3,Kolhapur,2025,11,30,16:46,807963.5204,No
3,Kalyan-Dombivali,2025,12,1,5:35,584792.6024,Yes
3,Kolhapur,2025,12,1,6:22,991588.0892,No
3,Sri Ganganagar,2025,12,2,6:13,1137362.254,Yes
3,Jamshedpur,2025,12,2,12:34,-385442,No
3,Kolhapur,2025,12,2,12:35,511944.0644,No
3,Kolhapur,2025,12,2,12:54,385442,No
3,Kolhapur,2025,12,2,19:08,547558.9052,No
3,Jamshedpur,2025,12,2,20:19,603756.3488,No
3,Moradabad,2025,12,2,23:22,979022.68,No
3,Jamshedpur,2025,12,2,23:48,1626565.24,No
3,Jamshedpur,2025,12,3,6:32,142228.098,No
3,Moradabad,2025,12,3,20:14,615011.2552,No
3,Jamshedpur,2025,12,4,20:08,689093.2076,No
3,Malegaon,2025,12,5,13:17,76471.6928,Yes
3,Bhiwandi,2025,12,6,20:08,615396.6972,Yes
3,Kolhapur,2025,12,7,3:47,1152086.138,No
3,Moradabad,2025,12,7,3:52,-1626565.24,No
3,Jamshedpur,2025,12,7,5:21,1336558.679,No
3,Jamshedpur,2025,12,7,5:23,-979022.68,No
3,Moradabad,2025,12,7,6:48,296096.5444,No
3,Kolhapur,2025,12,7,20:21,608767.0948,No
3,Jamshedpur,2025,12,8,6:22,878345.2296,No
3,Moradabad,2025,12,8,6:44,365399.016,No
3,Moradabad,2025,12,8,20:07,1626256.886,No
3,Kolhapur,2025,12,8,20:26,565597.5908,No
3,Moradabad,2025,12,9,6:08,1034988.858,No
3,Moradabad,2025,12,10,5:14,993052.7688,No
3,Kolhapur,2025,12,10,6:10,989892.1444,No
3,Lucknow,2025,12,10,6:47,394923.8732,Yes
3,Hubballi-Dharwad,2025,12,11,6:01,1088411.12,Yes
3,Moradabad,2025,12,11,20:14,1370246.31,No
3,Moradabad,2025,12,11,20:47,450350.4328,No
3,Jamshedpur,2025,12,12,6:11,1067443.075,No
3,Jamshedpur,2025,12,12,6:49,839492.676,No
3,Kolhapur,2025,12,12,13:10,653092.9248,No
3,Moradabad,2025,12,13,6:23,1089413.269,No
3,Kolhapur,2025,12,13,6:42,237432.272,No
3,Kolhapur,2025,12,13,20:44,425913.41,No
3,Jamshedpur,2025,12,14,6:00,1124719.756,No
3,Jamshedpur,2025,12,15,6:07,580552.7404,No
3,Jamshedpur,2025,12,15,6:44,386983.768,No
3,Siliguri,2025,12,15,9:36,447883.604,Yes
3,Moradabad,2025,12,16,6:08,939013.8004,No
3,Sri Ganganagar,2025,12,16,6:21,750147.2204,Yes
3,Moradabad,2025,12,18,6:28,999296.9292,No
3,Bellary,2025,12,19,6:03,920898.0264,Yes
3,Jamshedpur,2025,12,19,6:35,367942.9332,No
3,Kolhapur,2025,12,19,16:48,261021.3224,No
3,Kolhapur,2025,12,20,5:50,949112.3808,No
3,Jamshedpur,2025,12,20,6:07,708982.0148,No
3,Moradabad,2025,12,21,6:36,308816.1304,No
3,Jamshedpur,2025,12,21,20:22,540929.3028,No
3,Kolhapur,2025,12,22,6:49,414273.0616,No
3,Moradabad,2025,12,23,5:17,812588.8244,No
3,Moradabad,2025,12,23,6:23,903090.606,No
4,Ahmedabad,2025,1,2,6:20,349595.894,No
4,Durg,2025,1,2,6:27,1443171.936,No
4,Vijayawada,2025,1,2,13:41,43400.7692,No
4,Durg,2025,1,3,5:32,953275.1544,No
4,Ahmedabad,2025,1,4,6:46,845891.0132,No
4,Vijayawada,2025,1,4,9:32,504929.02,No
4,Durg,2025,1,5,21:42,227796.222,No
4,Durg,2025,1,6,6:18,972624.3428,No
4,Sonipat,2025,1,6,6:27,770884,Yes
4,Ahmedabad,2025,1,6,6:59,339111.8716,No
4,Vijayawada,2025,1,7,6:05,1212060.913,No
4,Ahmedabad,2025,1,7,6:11,359000.6788,No
4,Ahmedabad,2025,1,7,6:52,386829.5912,No
4,Vijayawada,2025,1,8,6:46,896538.092,No
4,Ahmedabad,2025,1,8,9:28,565289.2372,No
4,Vijayawada,2025,1,9,6:01,1023888.129,No
4,Durg,2025,1,9,13:11,647542.56,No
4,Asansol,2025,1,9,13:18,-647542.56,Yes
4,Vijayawada,2025,1,9,13:26,520500.8768,No
4,Vijayawada,2025,1,10,7:21,282914.428,No
4,Ahmedabad,2025,1,10,17:48,50184.5484,No
4,Hapur,2025,1,12,6:44,282606.0744,Yes
4,Durg,2025,1,12,6:48,720159.8328,No
4,Ahmedabad,2025,1,12,20:12,429305.2996,No
4,Ahmedabad,2025,1,13,9:49,457750.9192,No
4,Vijayawada,2025,1,15,16:59,591036.7628,No
4,Durg,2025,1,16,0:28,281603.9252,No
4,Ahmedabad,2025,1,19,6:03,1057807.025,No
4,Vijayawada,2025,1,19,21:09,749607.6016,No
4,Vijayawada,2025,1,20,7:14,1158715.74,No
4,Durg,2025,1,20,12:51,81636.6156,No
4,Vijayawada,2025,1,21,6:31,302263.6164,No
4,Ahmedabad,2025,1,22,6:09,844811.7756,No
4,Durg,2025,1,23,6:08,1033370.002,No
4,Durg,2025,1,23,8:03,360773.712,No
4,Vijayawada,2025,1,24,10:44,10715.2876,No
4,Ahmedabad,2025,1,24,12:00,1756844.636,No
4,Ahmedabad,2025,1,24,19:39,3331914.825,No
4,Ahmedabad,2025,1,24,20:22,528055.54,No
4,Ahmedabad,2025,1,25,6:22,1170356.089,No
4,Vijayawada,2025,1,25,6:36,154870.5956,No
4,Ahmedabad,2025,1,26,6:33,290931.6216,No
4,Vijayawada,2025,1,27,6:10,960752.7292,No
4,Ahmedabad,2025,1,27,6:16,252618.6868,No
4,Vasai-Virar,2025,1,29,6:01,1035451.389,Yes
4,Durg,2025,1,29,6:33,1186853.006,No
4,Vijayawada,2025,1,29,21:41,248455.9132,No
4,Ahmedabad,2025,1,30,13:13,27135.1168,No
4,Vijayawada,2025,1,30,21:30,226254.454,No
4,Durg,2025,1,31,6:24,890216.8432,No
4,Ahmedabad,2025,2,2,6:38,144232.3964,No
4,Ahmedabad,2025,2,2,19:49,589494.9948,No
4,Ahmedabad,2025,2,2,20:05,423292.4044,No
4,Durg,2025,2,4,6:50,409570.6692,No
4,Ahmedabad,2025,2,4,7:16,265338.2728,No
4,Vijayawada,2025,2,6,6:55,345201.8552,No
4,Ahmedabad,2025,2,6,13:29,77936.3724,No
4,Ahmedabad,2025,2,7,6:45,194802.3868,No
4,Durg,2025,2,9,13:17,78938.5216,No
4,Yamunanagar,2025,2,10,0:09,113165.7712,Yes
4,Durg,2025,2,10,6:00,1052410.837,No
4,Vijayawada,2025,2,10,6:38,452740.1732,No
4,Ahmedabad,2025,2,10,6:46,402478.5364,No
4,Bally,2025,2,12,9:17,930379.8996,Yes
4,Durg,2025,2,12,17:26,119101.578,No
4,Dindigul,2025,2,12,21:28,552569.6512,Yes
4,Ahmedabad,2025,2,13,6:13,916581.076,No
4,Ahmedabad,2025,2,13,13:21,68917.0296,No
4,Durg,2025,2,14,9:35,415737.7412,No
4,Durg,2025,2,16,6:29,1245979.809,No
4,Vijayawada,2025,2,16,6:31,257398.1676,No
4,Ahmedabad,2025,12,23,6:56,271967.8752,No
4,Durg,2025,12,23,9:42,346281.0928,No
4,Durg,2025,12,23,10:14,1965754.2,No
4,Vijayawada,2025,12,23,14:01,27906.0008,No
4,Durg,2025,12,23,20:00,724785.1368,No
4,Durg,2025,12,24,9:50,427378.0896,No
4,Warangal,2025,12,24,17:46,76471.6928,Yes
4,Ahmedabad,2025,12,24,20:29,591653.47,No
4,Jabalpur,2025,12,24,20:53,552261.2976,Yes
4,Ahmedabad,2025,12,24,21:30,192798.0884,No
4,Ahmedabad,2025,12,25,6:29,1077695.832,No
4,Durg,2025,12,25,20:12,627191.2224,No
4,Durg,2025,12,25,22:16,-1965754.2,No
4,Vijayawada,2025,12,25,22:18,1136360.104,No
4,Ahmedabad,2025,12,26,6:05,879964.086,No
4,Vijayawada,2025,12,26,6:57,292935.92,No
4,Ahmedabad,2025,12,26,9:58,441331.09,No
4,Ahmedabad,2025,12,27,6:00,955819.0716,No
4,Ahmedabad,2025,12,27,6:52,287462.6436,No
4,Ahmedabad,2025,12,28,6:15,1427368.814,No
4,Vijayawada,2025,12,28,6:44,356919.292,No
4,Durg,2025,12,28,13:47,505776.9924,No
4,Vijayawada,2025,12,28,14:21,46715.5704,No
4,Vijayawada,2025,12,28,19:01,76163.3392,No
4,Vijayawada,2025,12,29,6:27,1234724.903,No
4,Durg,2025,12,30,6:48,317450.0312,No
4,Ahmedabad,2025,12,30,11:00,47717.7196,No
4,Ahmedabad,2025,12,30,15:51,564672.53,No
4,Durg,2025,12,31,8:22,326315.1972,No
5,Gorakhpur,2025,2,17,19:13,1431223.234,No
5,Warangal,2025,2,17,20:13,603987.614,No
5,Anantapur,2025,2,18,6:03,907792.9984,Yes
5,Allahabad,2025,2,18,20:48,355994.2312,No
5,Gorakhpur,2025,2,19,20:57,750147.2204,No
5,Gorakhpur,2025,2,23,7:24,181851.5356,No
5,Gorakhpur,2025,2,23,13:29,87186.9804,No
5,Gorakhpur,2025,2,24,13:02,57970.4768,No
5,Allahabad,2025,2,25,6:46,284995.8148,No
5,Allahabad,2025,2,28,6:59,203975.9064,No
5,Gorakhpur,2025,2,28,15:11,205594.7628,No
5,Gorakhpur,2025,3,1,6:22,848589.1072,No
5,Warangal,2025,3,1,6:50,290083.6492,No
5,Gorakhpur,2025,3,1,13:42,532835.0208,No
5,Gorakhpur,2025,3,2,6:18,1123486.342,No
5,Kakinada,2025,3,2,6:32,273817.9968,Yes
5,Warangal,2025,3,2,6:39,938397.0932,No
5,Gorakhpur,2025,3,2,6:56,1151777.784,No
5,Gorakhpur,2025,3,3,6:25,827852.3276,No
5,Gorakhpur,2025,3,4,6:11,1198878.797,No
5,Gorakhpur,2025,3,4,13:44,431695.04,No
5,Warangal,2025,3,5,6:26,852366.4388,No
5,Allahabad,2025,3,5,9:40,506393.6996,No
5,Allahabad,2025,3,7,6:03,772502.8564,No
5,Gorakhpur,2025,3,7,13:17,78013.4608,No
5,Gorakhpur,2025,3,7,14:05,-508783.44,No
5,Warangal,2025,3,7,14:16,336105.424,No
5,Gorakhpur,2025,3,7,14:26,508783.44,No
5,Warangal,2025,3,8,6:06,1062278.152,No
5,Warangal,2025,3,9,6:47,279907.9804,No
5,Allahabad,2025,3,10,13:14,92428.9916,No
5,Allahabad,2025,3,10,20:24,445185.51,No
5,Warangal,2025,3,11,6:39,302032.3512,No
5,Allahabad,2025,3,12,6:52,278289.124,No
5,Coimbatore,2025,3,12,13:32,514719.2468,Yes
5,Warangal,2025,3,13,6:31,272430.4056,No
5,Guwahati,2025,3,13,13:57,1000530.344,Yes
5,Allahabad,2025,3,14,5:43,307505.6276,No
5,Allahabad,2025,3,14,6:51,328396.584,No
5,Warangal,2025,3,15,5:48,391069.4532,No
5,Allahabad,2025,3,15,6:30,286306.3176,No
5,Gorakhpur,2025,3,17,9:58,436937.0512,No
5,Gorakhpur,2025,3,18,6:15,1036530.626,No
5,Gorakhpur,2025,3,19,5:35,965609.2984,No
5,Gorakhpur,2025,3,20,13:09,36616.99,No
5,Allahabad,2025,3,21,6:01,569529.0992,No
5,Warangal,2025,3,21,14:18,632895.764,No
5,Gorakhpur,2025,3,22,6:56,283068.6048,No
5,Gorakhpur,2025,3,23,6:08,284379.1076,No
5,Allahabad,2025,3,23,6:17,657255.6984,No
5,Gorakhpur,2025,3,23,9:56,501151.6884,No
5,Gorakhpur,2025,3,23,20:21,316910.4124,No
5,Gorakhpur,2025,3,24,6:50,235196.7084,No
5,Belgaum,2025,3,24,20:56,566599.74,Yes
5,Rajahmundry,2025,3,26,19:28,96977.2072,Yes
5,Warangal,2025,3,28,6:24,585948.9284,No
5,Warangal,2025,3,28,6:34,5894179.064,No
5,Allahabad,2025,3,28,20:30,445416.7752,No
5,Gorakhpur,2025,3,30,6:15,902473.8988,No
5,Warangal,2025,3,30,6:32,221706.2384,No
5,Gorakhpur,2025,3,31,6:38,465305.5824,No
5,Gorakhpur,2025,3,31,9:30,309509.926,No
5,Gorakhpur,2025,4,1,6:55,315908.2632,No
5,Allahabad,2025,4,1,13:13,119949.5504,No
5,Warangal,2025,4,1,20:22,1452345.456,No
5,Warangal,2025,4,2,6:15,969309.5416,No
5,Allahabad,2025,4,2,20:21,547635.9936,No
5,Gorakhpur,2025,4,3,6:16,641606.7532,No
5,Gorakhpur,2025,4,3,9:54,408105.9896,No
5,Gorakhpur,2025,4,4,6:57,192335.558,No
5,Gorakhpur,2025,4,4,7:50,323540.0148,No
5,Allahabad,2025,4,6,9:50,1218690.516,No
5,Allahabad,2025,4,10,6:06,1058192.467,No
5,Belgaum,2025,4,10,9:52,601135.3432,Yes
5,Allahabad,2025,4,10,9:56,412268.7632,No
5,Warangal,2025,4,10,13:43,523121.8824,No
5,Gorakhpur,2025,4,10,17:33,36462.8132,No
5,Gorakhpur,2025,4,11,6:05,1028513.433,No
5,Gorakhpur,2025,4,12,6:59,162348.1704,No
5,Allahabad,2025,4,12,20:22,1483643.346,No
5,Gorakhpur,2025,4,12,21:58,250999.8304,No
5,Allahabad,2025,4,13,6:43,362623.8336,No
5,Jammu,2025,4,13,9:39,397236.5252,Yes
5,Allahabad,2025,4,13,10:50,123187.2632,No
5,Allahabad,2025,4,14,6:59,222708.3876,No
5,Allahabad,2025,4,14,20:01,499070.3016,No
5,Allahabad,2025,4,15,6:40,481725.4116,No
5,Allahabad,2025,4,16,6:00,922825.2364,No
5,Allahabad,2025,4,16,20:05,540389.684,No
5,Warangal,2025,4,17,6:22,1212600.532,No
5,Allahabad,2025,4,17,21:48,223325.0948,No
5,Warangal,2025,4,18,6:04,997215.5424,No
5,Warangal,2025,4,18,9:56,1061584.356,No
5,Gorakhpur,2025,4,19,6:39,191333.4088,No
5,Warangal,2025,4,19,21:32,206596.912,No
5,Gorakhpur,2025,4,20,8:59,444029.184,No
5,Warangal,2025,4,20,13:43,65679.3168,No
5,Warangal,2025,4,21,6:11,1194561.846,No
5,Allahabad,2025,4,21,13:14,71692.212,No
5,Allahabad,2025,4,22,6:42,244061.8744,No
6,Gandhidham,2025,4,23,6:07,153251.7392,No
6,Allahabad,2025,4,23,6:17,931998.756,No
6,Ahmedabad,2025,4,26,6:24,1057190.318,No
6,Gandhidham,2025,4,27,6:42,386367.0608,No
6,Ahmedabad,2025,4,28,6:31,303188.6772,No
6,Ratlam,2025,4,28,16:31,167127.6512,Yes
6,Ahmedabad,2025,4,30,6:16,1223007.466,No
